"ID","GSM3235666","GSM3235669","GSM3235720","GSM3235723","GSM3235755","GSM3235758","GSM3235764","GSM3235767","GSM3235877","GSM3235880","GSM3235886","GSM3235888","GSM3235894","GSM3235897","GSM3235903","GSM3235906","GSM3235912","GSM3235915"
"EDIL3",4.074797036,3.743974148,3.906425946,4.029789016,6.987624108,6.148260271,7.216498132,6.892082791,7.189161039,7.299179849,5.591217059,5.406051333,3.94607757,3.910567081,4.526058005,4.471377854,3.965730373,4.278491154
"EDN1",8.824942439,8.088267813,6.699345086,7.21720544,5.314964684,4.627402822,4.947196233,4.661541051,5.262728737,4.607454301,4.160791622,4.068600117,5.637434067,5.758952514,5.006634063,4.58933139,4.159155405,4.231248025
"EDN2",4.792011326,4.507998299,3.898010355,3.949478196,3.915640781,3.817977881,4.37083734,4.168349255,5.219851305,4.760555197,4.063430351,3.806813928,3.926635382,4.064503204,4.336275056,3.856908714,3.823999446,4.100231526
"EDN3",3.8372248005,3.9160206475,3.664848862,3.687250771,3.664676444,3.936261138,3.9037534195,3.8614919105,3.805073033,3.7238885755,3.6383888,3.8527581435,3.8536693275,3.9570691235,4.045780543,4.018987997,3.8389694815,3.9656488265
"EDNRA",3.846052166,3.82000749066667,4.105998077,3.82406595933333,3.89450703666667,4.186374493,4.31297852433333,4.68333828666667,3.98050105,3.80505976666667,3.766059266,3.82811537366667,4.06782806,3.90339561566667,3.72304698966667,3.67753867666667,3.763554828,3.707002638
"EDNRB",3.50389646733333,3.61562099233333,3.71084721133333,3.637268667,4.026479593,3.733108493,3.59788774566667,3.73088117966667,3.645462889,3.693041377,3.673473457,3.78815294533333,3.58235657133333,3.463732259,3.64378296333333,3.45748836966667,3.49769751133333,3.43763136333333
"EDRF1",5.76185829566667,5.46867188366667,5.86679006966667,5.39634592333333,5.384536547,5.13394652133333,5.326637358,5.236282416,5.831178282,5.741244814,5.68536762866667,5.460114875,6.15280721533333,5.73338219833333,6.176233766,6.05586796766667,6.28727103866667,6.03264081866667
"EEA1",5.0444353225,4.6470905875,5.2126130195,5.0838308105,5.1593674025,5.044443282,4.835691499,5.0524670455,6.347846731,6.4059634735,4.4176494765,4.4543241835,5.4260174185,5.5582195035,5.4593344375,5.312570193,4.6854563575,4.4810046485
"EED",6.608957305,6.5496813515,6.9196593165,6.4677861,6.6247047565,6.395777859,5.7825781015,5.419607074,6.588356693,6.6159602375,6.8087289595,6.2984823045,6.8354164265,6.586589895,6.51705584,6.4268913405,6.8472988,6.603621212
"EEF1A1P13",13.182918815,13.32779446,13.410238745,13.58085289,13.3678591,13.435198255,13.393714305,13.46353614,13.394289105,13.40192098,13.408079355,13.50586492,13.17485587,13.235835705,13.227319985,13.26978431,13.418960035,13.46057753
"EEF1A1P42",4.743977507,4.821602021,4.855164317,5.278563843,4.737950739,4.744882677,4.697300805,5.15493977,4.800577519,4.707370709,5.014509497,4.964900983,4.501440681,4.715239774,4.607900997,4.70993171,4.948309903,5.054994886
"EEF1A1P5",13.24703023,13.33404448,13.39580061,13.58601101,13.43211809,13.51527075,13.50633805,13.46054121,13.47155787,13.49773453,13.49523599,13.53064212,13.15639202,13.27148676,13.16528652,13.19845707,13.37168398,13.4684151
"EEF1A1P9",13.315878495,13.42439092,13.43926424,13.624402725,13.51579476,13.56569776,13.501957505,13.51012161,13.41252633,13.46862862,13.468560245,13.62285692,13.16036626,13.25204714,13.35547417,13.39180137,13.5324654,13.545455955
"EEF1A2",9.210173425,9.160368855,10.49459601,10.2864032,6.325702561,6.088189372,5.896825941,6.101488887,7.332605672,6.834940637,10.21065964,10.00783941,10.43681905,10.35205281,10.99883466,10.87681024,8.550407059,7.983503842
"EEF1AKMT4-ECE2",4.135199157,4.071408193,4.040804095,3.906836524,3.940307926,4.10627492,4.10597871,3.888236464,4.051722131,3.919620959,4.181668797,3.94667891,4.148185173,4.310675874,4.226073962,4.474658893,4.32011256,4.180624243
"EEF1AKNMT",8.09096525,7.90812999933333,7.72702809266667,7.55911640666667,7.965730107,7.76577661233333,7.29481357133333,7.369023723,7.46360094733333,7.59161097366667,7.634579605,7.44383311066667,7.48780866066667,7.37463005933333,8.40584130266667,8.314940188,8.19353514633333,7.96227592833333
"EEF1B2P6",12.31183103,12.33414069,12.23565019,12.16114069,12.43338484,12.48118452,11.59621312,11.7793338,11.96878527,11.84415852,12.23016859,12.32819771,11.9101947,11.57832414,12.38801136,12.48502782,12.45932727,12.42283076
"EEF1D",12.15141197,12.063594095,11.790499025,11.487387855,12.2925224,12.199500975,11.81892992,11.96347981,12.1845642,11.981273895,12.56178002,12.4897513,12.39908919,12.283116335,11.760435975,11.71734121,11.72239918,11.636595395
"EEF1DP5",4.709181439,3.965482787,3.956251375,4.118715998,4.327192809,4.451683033,4.295325161,4.180968691,4.634422558,4.584559434,4.964336579,4.982766698,4.910318808,4.403529393,4.263480858,4.201241885,4.408826636,4.11580661
"EEF1E1",9.570323273,8.937522632,8.754067077,7.893396108,10.09348147,9.911393543,8.553594342,8.36615943,9.059506298,8.901346258,9.846479224,9.77720431,10.2460602,9.30477694,9.723385688,9.637506946,10.26527554,9.968054174
"EEF2",11.95998392,12.126611135,12.073916635,12.41945829,12.007145105,12.22827759,12.46543657,12.70971429,12.477049005,12.301736525,12.136165485,12.346525075,11.754072045,11.785346215,12.37548306,12.3210174,12.57093186,12.66779693
"EEF2KMT",7.330225452,7.472086276,6.866451873,6.47531437,7.164724208,7.437688941,7.016073923,7.191037979,6.817726163,6.416364683,7.636488731,7.751008431,7.265268298,6.459361481,6.932933273,7.248759455,7.093673918,7.075100929
"EFCAB1",3.922939574,4.166416815,3.570656453,3.462188566,3.57201886,3.704105684,3.463631293,3.867133045,3.675525708,3.493634266,3.645905229,3.468058696,3.204534757,3.454252412,3.698576803,3.595482564,3.475897672,3.798187049
"EFCAB11",5.8334128755,5.866288063,6.1187128155,5.008572958,5.831699344,5.658229761,5.2387772515,5.083229783,5.94961653,6.23201344,6.118575705,5.8625278005,6.2512559145,6.232220812,5.7537315905,5.90186899,5.4631515245,5.5901497525
"EFCAB14",7.432405423,7.35023684825,8.063809992,8.3660552985,7.54672022475,7.397703258,8.13366572975,8.11314130775,7.790218958,7.877750603,7.978746295,7.7779856005,7.649235919,8.178227782,7.60282844325,7.37741264975,7.3516882805,7.3089162705
"EFCAB2",4.5417710135,4.8350062145,4.8429727415,4.9791017765,5.4682397005,5.6156628695,5.301910771,5.5133155905,5.3279562915,5.120686249,5.5682454995,5.760522891,5.493524917,5.658835149,5.3963885035,5.302524614,4.9819286225,4.9590833365
"EFCAB6",3.971574528,4.018065186,3.847268062,3.693522244,3.829622835,4.154403185,3.795617164,4.16757809,3.664316706,3.757975797,3.696873651,4.222675465,3.631074013,3.447825007,4.06028398,4.110365266,3.82535322,3.750941302
"EFCC1",3.858149368,3.740816009,3.9392355,3.94115934,3.857500986,3.723746488,3.917722988,3.777956293,3.75746183,3.971128108,4.526574176,4.086386188,3.823994423,4.325626053,4.115835351,4.151689715,4.105580957,4.164577447
"EFEMP1",4.4200642305,3.901932501,9.0501419505,8.8919259895,8.2869425155,7.153830919,11.388437445,10.6143237495,12.31752849,12.3049277,8.4820620985,8.321311123,9.616896767,10.022072938,10.0696069185,9.92015608,3.82586689,3.918845082
"EFEMP2",4.4582880295,4.5729983485,5.5791491915,6.551095517,6.062382956,5.8991798215,5.545001134,5.338045443,7.350762395,7.4012253285,4.7234847675,5.014421093,4.5460552885,4.8807508595,4.4826749625,4.5566610755,5.4621561445,5.473313391
"EFHC1",6.405238796,6.262920538,5.770400045,6.155486645,7.765266967,7.265278072,7.468028392,7.133502824,5.671261532,5.934040954,7.096882078,7.296509614,6.058037347,7.251439847,5.918393558,6.272132311,7.859736851,7.669422564
"EFHC2",3.5974063665,3.705623585,3.657786142,3.842723505,3.352822815,3.493586382,4.3832887565,4.1669014855,3.616046407,3.716878682,3.7660656675,3.690438806,3.501619474,3.6103379245,3.352317014,3.5288888995,3.5708401625,3.634124843
"EFHD1",4.869306313,5.057592992,6.189335051,7.354427977,4.885363953,4.477385355,4.425739547,4.157964382,4.415680942,4.856812081,6.637516878,6.268708849,10.13336123,11.13127937,4.392800272,4.310123893,8.008562964,7.848975838
"EFHD2",9.536318109,9.171942165,6.589138258,5.846079313,9.134225366,9.220049989,9.34075494,9.320148157,8.327540945,8.060522981,7.151674752,6.80658554,7.366116128,6.290936105,10.22517724,10.26107479,8.139474731,7.567556179
"EFL1",8.200498487,8.29245459,7.996238204,8.033559796,7.607983815,7.824550592,6.551060426,7.041484972,7.627662558,8.144887651,6.968647329,7.408818815,7.793101634,8.031644789,7.412436811,7.388138915,7.239909937,7.710298126
"EFNA1",5.969869217,6.567077775,8.336246919,10.42506116,4.389045601,5.075192,6.128011207,6.524750143,9.028270004,9.742242666,7.609426026,7.469790674,7.726578253,9.498716049,7.48159202,6.616362819,6.297203722,6.177395436
"EFNA2",3.359883839,3.944939794,3.552518402,3.612027756,3.46318909,3.458614315,3.583256808,3.749891461,3.516278961,3.469088098,3.676942156,4.180079694,3.488490555,3.752124006,3.636299534,3.454417311,3.535748111,3.601910212
"EFNA3",5.806068376,5.401501405,5.73906495,6.132425323,4.872427884,5.068388409,5.32807355,4.992399659,5.053012377,5.088339299,6.148194976,6.211008673,5.354929568,5.845630581,6.071124255,6.143948259,6.206031278,5.77598242
"EFNA4",6.271228406,6.151752965,6.699393524,7.185001135,6.244389689,6.027050439,6.386419668,6.447737804,6.569726201,6.350390253,6.472112432,6.151235473,6.552335212,7.043765824,6.485601233,6.97651426,7.758863341,7.911366225
"EFNA5",5.0586997265,5.1702482415,4.5720506145,4.702396904,4.936548658,4.7815133815,5.893574044,5.8872623115,5.371339554,5.513620038,4.4255122185,4.4756984935,5.1844422345,4.694419167,5.7295472005,5.63193974,4.088195039,4.3330773875
"EFNB1",4.658886141,4.942774198,4.869774456,4.57120481,4.683215412,4.806399763,4.608345554,4.599091807,5.222529496,4.894816347,4.949888461,4.424286117,4.376369944,4.474501228,4.570752131,4.617221603,4.772372072,4.582795878
"EFNB2",4.980678362,4.362223566,7.1386784955,4.3831438035,8.6375720725,8.3332261065,7.328229551,7.093953528,8.091872642,7.7388179215,4.167363448,4.487393852,8.3057005705,6.866559403,4.306591769,4.73447981,4.018682513,3.9974242295
"EFNB3",4.499170391,4.67487139,4.7059931785,4.4525413295,4.430202445,4.7555722305,4.9326549525,4.5529785655,4.8523222415,5.138872297,4.9586592575,5.181845451,4.763114925,4.6576078405,4.6136262275,4.406826303,5.5614795875,5.3780853975
"EFR3A",9.337419156,9.614659162,9.239761587,9.4585147215,9.469289358,9.6913278235,10.030248268,9.982867742,8.7986491405,8.933526313,10.952766365,11.10228632,9.8912774805,10.0469802185,8.4235208545,8.4921110505,8.4775827635,8.577516123
"EFR3B",4.042865407,4.320461619,3.977728054,3.733981951,4.115257451,4.011715619,4.102947938,4.191800244,3.973355239,4.04950707,4.266722555,4.806873444,3.952112125,3.977209075,4.0764824,4.204363516,3.911257256,4.409776612
"EFS",3.8363265205,3.7570092845,3.787679369,3.657363352,3.7562111445,3.6126055625,3.617597929,3.6496382745,3.7836054375,3.5727868625,3.7072809745,3.824719572,3.6343095855,3.6019910205,3.619234493,3.48067072,3.575900328,3.822985782
"EGF",3.962935983,4.3046837,3.847880582,4.081677846,4.526191107,3.645662364,4.7805455,4.365159809,3.703236923,4.72072287,3.651976558,3.745502316,4.321758423,4.878988782,6.126895095,5.900433193,3.735667131,3.940792188
"EGFL6",3.862775831,3.660222448,3.996642924,4.16939871,3.70538113,3.996895664,3.974626628,4.064555807,4.334123748,4.114088656,3.998041802,4.206741415,4.000506507,3.923021713,3.982496624,4.035351217,3.967234753,3.846981151
"EGFL7",6.129322247,6.286990776,4.85818848,5.348792295,4.999922144,4.994884998,4.938092467,4.426306327,6.189498477,5.717719389,5.459527967,5.116250804,5.210371667,5.081003095,5.843985304,5.548309493,5.549243064,5.153337804
"EGFR",6.4862854476,6.2371194508,7.318046405,6.962891961,6.3063569772,6.3697734152,6.6687653212,6.593426201,6.8484351954,6.7921002634,5.2798010276,5.6411896018,7.35871249,7.1759056552,5.4027023278,5.2566806926,4.2017230876,4.217163662
"EGLN2",7.982850443,7.669409464,7.084658331,7.167389179,7.30704103,7.59828566,7.075330347,7.406697611,7.506913949,7.563748698,7.078667066,7.619385419,6.463626016,7.164206445,6.92807297,6.752406296,7.605805638,7.615391065
"EGLN3",5.165124217,5.326664319,4.64168822,5.088173641,4.369535754,4.053852162,4.226446887,4.428949123,4.485544918,4.307345371,4.309659926,4.432360865,6.170258678,6.416078987,5.862565,5.582606039,4.565059094,4.679444523
"EGR1",4.7815437065,4.5673162565,6.031314954,5.0311792225,7.834300087,8.241946994,6.7626010085,6.271641329,5.2584566825,5.4770314805,9.671143449,9.4485191255,7.4929064945,5.364327363,5.125707988,6.0029370805,9.879103646,8.1651950055
"EGR3",3.660182836,3.531157279,3.832679989,3.48778384,3.989512087,4.001251872,4.175973854,3.99655871,3.633055411,3.841920324,4.016715668,3.800227115,3.765043313,3.822433819,3.535226181,3.511161836,6.555509754,4.775732897
"EGR4",3.695947768,3.8458234065,3.5963338505,3.6666069665,3.8645405775,4.0103159385,3.7233043805,3.8421555565,3.871118598,3.65381803,3.86652701,4.3050984625,3.7387015545,3.8428968325,3.9596744945,3.7976033845,4.69167788,3.92119077
"EHBP1",9.0676352365,8.9289722335,8.37941228,8.5928766505,7.979389799,7.924158639,8.14673041,7.80819125,7.4830001145,7.0963828585,7.7087554775,7.982868398,8.7282205445,7.921388568,7.472757641,7.2955807565,7.939190516,7.8949684255
"EHBP1L1",7.0108816425,6.5537500555,6.70288414,6.1272546235,7.7290549525,7.812803794,6.9601120405,7.5347469665,6.8272523945,6.4078713865,5.8297466945,5.645842803,5.910572617,5.92798455,5.396956692,5.7109474965,7.345010805,7.003854903
"EHD1",7.468308274,6.9262032216,7.0949644172,6.6740074826,7.983870169,7.5549160194,7.1655515172,6.718870806,8.3799031344,8.0541663746,5.7391434466,5.759660515,7.6065384746,7.3776054516,6.1580800964,6.0465486374,6.3552134488,6.230602506
"EHD2",7.77963557,7.597879068,7.20056908433333,8.10952917166667,5.80884683966667,6.08146560066667,8.38803816933333,8.13329015933333,8.023617759,8.11015753133333,6.076194383,6.43052228,5.81622287333333,5.84969291466667,4.90577104133333,5.195790894,5.810350425,5.71930689033333
"EHD3",5.992555647,5.776582768,5.557052795,5.307808474,6.381140368,6.290905014,5.00782195,4.831645927,3.844605315,4.415475436,6.672709502,5.921214038,6.108603035,5.617290552,5.151442559,5.480090177,7.249428992,7.054466276
"EHD4",8.105693875,7.667559906,8.581108924,8.186240014,8.73145155,8.798760345,8.996285593,8.644815233,7.870464651,7.892583957,7.964815504,7.935619308,9.139712491,8.589500202,8.495497437,8.164355601,7.899236032,7.937997381
"EHF",3.944226451,4.248795779,4.581350701,3.791219835,3.669022708,3.54845934,3.734925815,3.582187679,3.727738286,3.565206271,3.683128192,3.801015301,6.600785849,7.335970829,3.658436557,3.608280882,3.802364223,3.575768973
"EHHADH",5.415486126,5.554483985,4.955086185,5.681726823,5.500487082,5.177987003,6.742521129,6.601040467,4.104227903,4.24125861,5.613028756,5.410297119,5.752210565,6.617798011,4.630244993,5.088762877,5.019198926,5.367034611
"EHMT1",4.79822223,4.67580414,4.243550019,4.614227619,4.257388718,4.32243702,4.163071829,4.374154366,4.184003264,3.934552175,4.397147296,4.61548446,5.483879644,4.949291921,4.863825828,4.299765798,4.933980491,5.020320012
"EHMT2",6.4719880325,6.125053758,6.243299715,5.9171233455,6.2802118235,6.4238451335,6.2912795045,6.4456406425,6.194473248,6.2002403035,6.2035351075,6.7317088385,6.510293163,6.4403668625,6.6337365285,6.39582826,6.994239336,7.5533737375
"EI24",9.534394862,9.695547581,9.369219502,9.187110089,9.685791519,9.618788454,9.53202206,9.445727592,10.16675229,10.09925258,9.82557789,9.437078672,10.32818477,10.23658284,9.539600549,9.582839185,10.33414146,10.16669841
"EID1",9.29327681466667,9.38490961066667,11.0004416233333,11.12801268,9.644325255,9.44538030366667,9.99618044266667,9.78856839066667,10.2420303876667,10.236630905,10.2668437893333,10.113316658,9.808912421,9.89115116866667,10.0789379036667,10.18808154,9.93051015866667,10.0522059643333
"EIF1",10.564418657,10.5492022088,10.4551205524,10.5695949078,10.8318637792,10.8810792866,10.3780883122,10.8743227408,10.4722557472,10.6102199118,10.4487357792,10.741893637,10.0927813276,9.9293861866,10.8819531156,11.0853252146,11.1582092716,11.160620688
"EIF1AX",10.02491852375,9.589696364,10.0662979375,9.653742075,9.46075496775,9.2944635055,9.806351499,9.6476815755,9.59661027075,9.46512987725,9.91896553775,9.564092829,8.972427869,8.25591322725,10.6631579225,10.392563638,10.08617522975,9.85821537275
"EIF1AY",8.1497127885,7.9468670805,7.4602198235,7.43138304,3.575172392,3.5401439225,3.486277294,3.607449119,8.181931182,8.1563982765,3.7311965425,3.720945866,7.5448965385,7.6283799765,8.952558639,8.882754101,3.7041661475,3.810573473
"EIF1B",9.54151691,9.78927442,9.948227923,9.766629134,10.28088711,10.28217403,9.757322415,10.10314526,10.46078083,10.75614223,9.65487822,10.03469764,10.38291239,10.19846985,9.827178506,9.651343128,10.36573053,10.55185519
"EIF2AK1",8.2874507655,8.3673457475,8.4804139245,8.920441589,7.554878352,7.6850611485,8.303754079,8.134946311,7.9897225195,8.136325635,8.561172207,8.68422571,7.9911481705,8.6697821345,7.998058856,7.986260649,8.433920365,8.5668343915
"EIF2AK2",9.186179968,9.2718402495,8.2526829555,8.369985591,9.083276268,9.1324815715,8.985622585,9.0725789935,9.832180077,9.872246882,9.2597103245,9.2739992615,9.247230086,9.530090725,9.30546333,9.024436781,8.971298927,9.324346022
"EIF2AK3",7.674649545,8.060353588,8.215463292,8.788029879,7.706006322,8.127041029,8.46992246,8.810955334,7.45675072,7.800917004,7.725683925,8.208712809,7.25904682,8.668177885,7.069464851,7.576363129,7.076432844,7.092432446
"EIF2B1",9.292921769,8.982938616,8.97138816,8.582639027,9.292630177,9.119000869,8.829787767,8.51144234,9.221152457,9.301810821,9.373056524,9.09845742,9.168118276,9.031655177,10.04969561,9.823596424,9.314812712,9.170444531
"EIF2B2",9.382987772,9.048306054,9.011734477,8.507398921,8.960215303,8.66043717,8.804028088,8.682597723,8.815385341,8.743225385,8.741404067,8.62474409,9.339039954,8.718006683,9.291364128,9.142625287,9.507746745,8.953698811
"EIF2B3",8.974854106,7.946591329,9.607990874,8.188349224,9.095660351,8.82043857,8.297497286,7.852929776,8.849882537,8.610815405,8.988203238,8.879976015,9.018985958,8.244083166,9.479615855,9.171611843,9.484631466,9.049080639
"EIF2B4",8.9573873615,8.511836164,8.0747173075,7.5475677345,8.69337997,8.5161991265,7.559707353,7.709018085,7.984085063,7.853831601,8.512459725,8.4940860415,8.859975227,8.8904438425,8.2019839135,8.062776355,9.0382285515,8.923459536
"EIF2B5",7.41182596,7.15134675,7.217670137,6.619949895,7.67647253,7.359723867,8.350057296,8.093615792,7.722794057,7.386331887,8.138554028,7.500123783,8.006125236,7.836366398,8.022427597,7.945409512,8.05045703,7.762641535
"EIF2D",8.590971889,8.666046,9.786381068,9.838973524,8.56692712,8.6325175,9.479429086,9.415121354,8.297946574,8.35128969,8.204042441,8.380824972,8.949547608,8.892887484,9.338158512,9.234118534,9.010975582,9.27949027
"EIF2S1",9.71577837366667,9.131427661,9.660987179,8.78482692033333,9.68768580933333,9.413525792,9.10967181233333,8.845810389,9.79349210233333,9.54445398433333,9.690043803,9.30771852333333,9.484466765,8.82826538066667,9.92968359966667,9.752433148,8.691916957,8.34941132233333
"EIF2S2",9.471916075,9.399645015,8.856232228,8.6910709465,9.2676457355,9.2611674695,8.7692773735,9.094230417,9.0869116185,9.3490220815,9.205871633,9.398867818,8.9928502045,9.046316617,9.556431076,9.6418038445,9.1403446035,9.1429817825
"EIF2S3B",10.00112668,9.579010437,9.790721679,9.616421086,9.665193175,8.752796358,10.43310098,10.50217566,9.250073571,9.486807786,7.5892557,7.606622779,10.10407327,9.560694815,10.76340625,10.50316633,10.77429947,10.99551819
"EIF3A",9.50387909933333,9.39895048966667,9.58973485566667,9.58512719733333,8.84148365833333,8.887141248,9.37006310733333,9.44588501033333,9.33177538933333,9.33421986766667,9.28141657766667,9.46817496033333,9.72306429366667,9.48513584,10.1141199943333,10.0433335896667,10.0121587656667,10.15923657
"EIF3B",10.6329891333333,9.999196074,11.0275530733333,10.152418459,9.95291888633333,9.973057342,10.5312064766667,10.35546849,10.4788210066667,10.1914104766667,10.45072308,10.21373514,10.8341683166667,10.047177098,10.8169537233333,10.7597678333333,10.1477408266667,9.841173083
"EIF3CL",10.8780456933333,10.4061958166667,11.4204460333333,11.28796513,10.9421117133333,10.92194053,11.3590009033333,11.4538874266667,10.5432658833333,10.44664316,10.9346455233333,11.1652940466667,10.89310774,10.7077014933333,10.8835967366667,10.89369707,11.57404823,11.48391132
"EIF3D",10.67873776,10.25106578,10.54998943,10.49187106,11.14094648,11.01513811,10.60081092,10.67841025,9.843801003,9.719504419,10.73968613,10.7558824,10.98190366,10.61713705,10.8302091,10.75878844,10.57437817,10.3928221
"EIF3E",11.78119713,11.67594096,11.65952848,11.44960645,11.9685321,11.98718188,11.99048867,12.15460853,11.44533016,11.56105972,12.13856143,12.27663682,11.55084278,11.29622592,11.75497583,11.69584032,11.76073054,11.89230914
"EIF3F",7.356067702,7.5237728775,7.4319516025,7.704635234,7.5872579525,7.4947707005,7.3707481155,7.625249746,7.5670150025,7.7109186635,7.348514987,7.499574489,7.653024819,7.725966742,7.2667607105,7.3041973255,7.643348915,7.9201682935
"EIF3G",10.04680088,9.56098748,9.956682452,9.651362792,10.5939327,10.30960647,10.50080847,10.52241497,10.66861571,10.3762576,10.37916599,10.48870711,10.75789968,10.39843839,10.53248023,10.26077956,10.74757567,10.54264215
"EIF3H",11.27999851,11.17725177,9.194768673,9.714548225,11.64570724,11.73912069,11.62605689,11.72889864,11.37803463,11.26037833,11.53379896,11.8125506,12.03768434,11.94651753,11.0677239,10.98053022,11.95591754,11.90873528
"EIF3I",10.55824742,10.31469417,10.41046248,10.00559967,11.05654578,10.88525116,10.79613009,10.5407068,10.79196692,10.72323868,11.07404116,11.15033475,10.93988396,10.54952559,10.86073896,10.76213515,11.33158018,11.27462381
"EIF3J",9.042412533,8.3209718325,9.5425937615,9.0897482635,9.0396575495,8.729676064,7.6323811005,7.7037872015,9.5512161025,9.3771463325,9.522621697,9.1323388355,9.6686976075,9.0275022215,9.924177278,9.7114665855,8.83663275,8.2441813945
"EIF3K",10.26960690825,10.32835514275,9.47231307175,9.40068488575,9.58817765375,9.54239138225,9.0914879675,9.0252078835,9.265982341,9.26377850675,8.98565968975,9.1617351495,9.27883970325,9.12922640575,9.32167304475,9.323301886,9.422613053,9.4356404815
"EIF3L",11.95649552,11.93583686,12.23282873,12.4698405,12.28628752,12.40341414,11.9322475,12.05014071,11.33957898,11.34283901,11.82071664,11.96295719,12.08210732,12.20259472,11.23393774,11.24728658,12.45499396,12.5535514
"EIF3M",9.043486172,8.76442247366667,9.02126807833333,8.61631052,8.89217889433333,9.13278647866667,8.490844041,8.57046055733333,9.120176038,9.07811528966667,8.87861516566667,8.78148154133333,9.24489479133333,9.12637425966667,9.11294717333333,9.09929232233333,9.15319299733333,9.08606017333333
"EIF4A1",7.930226685,7.549333457,7.050935902,5.682373357,6.839688057,7.019026103,6.598593163,6.170487771,6.910241907,6.526235327,6.778290309,6.959434854,6.233360576,4.698803211,8.294047118,8.507634677,6.535124601,6.179759707
"EIF4A2",10.84331646,10.9774071,11.03721405,11.98462682,11.61828732,11.82849906,12.79141022,12.6315731,11.94855561,11.89157102,11.58209155,11.77187535,11.49561676,11.51588318,11.00469629,11.09661595,11.6350083,12.0084614
"EIF4A3",11.13317399,10.68551786,11.00688986,10.69932878,10.58723893,10.35018382,10.67655935,10.35742807,10.37753589,10.40100371,10.8919203,10.6396856,10.25712378,10.40430115,11.3122067,11.09529605,11.35870952,11.22754293
"EIF4B",10.54495734,10.89593084,9.715032115,10.00140931,9.848843462,10.16109302,10.83658183,11.04105406,10.65783546,10.90645393,10.15154191,10.57995566,9.663605971,9.740979625,10.83508289,10.90017834,10.39288487,10.82822089
"EIF4BP7",10.37717496,10.73197016,9.48778742,10.42715941,9.790622486,9.875493054,10.24266499,10.43474788,10.44831679,10.4471378,9.869165519,10.35618145,9.963849011,10.24446579,10.76582338,10.82973211,10.53098188,10.75401057
"EIF4E",8.82700191066667,8.13744756466667,9.24882626266667,8.19074079166667,8.87193803533333,8.653265229,8.164543013,7.839682846,9.085741665,9.06421283566667,9.48760861566667,9.16323992,9.52051505533333,8.65383980433333,9.27483424533333,9.197316692,8.84937220233333,8.58010648366667
"EIF4E2",9.3624258775,8.9410042655,8.436917256,8.153858173,8.5751312735,8.290577784,7.89344108,7.8071117165,9.2015408925,8.9475968455,8.5905291925,8.449761943,9.0998046545,8.8965813795,9.1829658235,8.9649690665,9.1809045165,8.895259469
"EIF4EBP1",9.70216438,9.708520687,7.76855045,7.49174265,9.917537498,10.01143892,7.992979272,8.748034812,9.142306786,9.089476638,8.816749086,9.428542907,8.28875981,8.318354029,8.910160078,9.322514485,9.766631244,9.636855231
"EIF4EBP2",6.0065714275,5.6823382525,6.400913966,6.335417436,7.078426696,6.492998158,7.073643377,6.916871451,6.0503939585,6.1477479955,6.53123742,6.101091164,6.7415736185,6.161100168,6.6523627495,6.511004119,6.662457519,6.7103860215
"EIF4EBP3",6.824269516,6.75788531,6.61868274,7.654705679,7.315166229,7.708365181,7.610258964,8.304316054,6.511643882,6.36797952,7.084825031,7.495942738,6.398100055,7.059177325,7.503498313,7.418815971,8.340394574,8.490335357
"EIF4ENIF1",6.703277891,6.794495552,7.318413013,7.080009306,6.861803131,6.594340989,6.378333587,6.593305413,6.615360557,6.049657865,7.191423584,6.5914305,7.497079409,7.502573468,7.019016006,6.859515741,7.255947877,7.34994938
"EIF4G1",8.651362039,8.3809113525,8.5890699985,8.16383496,8.9447294575,8.8765087265,9.001230624,8.9629619835,9.444490897,9.039133325,9.305087458,9.1119982015,9.2472928965,8.927355809,9.202449053,9.158428655,9.5873057245,9.295521365
"EIF4G2",8.1495336985,8.0194267555,8.197746095,7.9421766735,8.194419766,7.91530839,7.8261043265,7.7031980805,7.7917065705,8.013041313,8.004705473,8.246921087,8.2986523035,7.9009114705,7.8466265555,7.665906137,8.401392933,8.3589344945
"EIF4G3",7.5644063505,7.7050894585,7.534752684,7.7999368875,8.312551102,8.73146501,7.985575607,7.953780745,7.6968317095,7.407634758,8.7796307115,8.9953424145,8.0549376715,7.792021063,7.8777911215,7.9608366525,8.941213382,8.860439474
"EIF4H",10.85601442,10.46773388,10.77412266,10.4634914,10.47755307,10.40567024,10.89705562,10.83526579,10.83065542,10.66267574,10.90285824,10.64706293,9.97359528,9.760554091,10.97011773,10.84907905,10.9553691,10.73588457
"EIF5",9.6727313406,9.1395705724,9.5718185556,9.0794260018,10.1046458144,10.0801327588,8.253554071,8.5328795812,9.7218340728,9.6208824892,9.4604245194,9.2330206944,9.9829087854,9.5839372702,10.4842426448,10.2887814558,9.9310758792,9.786854224
"EIF5A",10.478611992,10.2344441616667,9.226150604,8.57734365133333,9.36109339766667,8.659395908,9.294782347,9.287412809,10.8901568626667,10.497258942,9.74317446666667,9.544115212,11.2197967266667,10.4015956966667,11.1853590666667,11.084478607,10.3055058606667,10.0256062446667
"EIF5A2",5.46238029,4.873363659,6.057868904,4.538548079,8.770945413,8.218903746,6.621997242,6.806235031,5.824527726,5.093585361,6.058346072,6.01333681,5.640530518,5.164259382,5.928832342,5.588560876,5.322589599,4.563452197
