"ID","GSM3235666","GSM3235669","GSM3235720","GSM3235723","GSM3235755","GSM3235758","GSM3235764","GSM3235767","GSM3235877","GSM3235880","GSM3235886","GSM3235888","GSM3235894","GSM3235897","GSM3235903","GSM3235906","GSM3235912","GSM3235915"
"EIF5B",9.363171695,9.0569875275,9.130692182,8.809072998,9.1553170895,8.95777089725,8.52229236775,8.25725388175,8.89021790825,8.63116416075,9.77425183925,9.466274619,8.5257026835,8.09153009275,9.4985519555,9.487976048,9.688573184,9.4769576985
"EIPR1",8.568525461,8.62416325,7.782173662,7.304886687,7.518693612,7.517768042,7.349949896,7.200140923,8.441671078,8.274736956,8.009651556,8.027280451,9.035548754,9.006158956,8.23223808,8.432460683,8.582750113,8.365171535
"ELAC1",4.116758465,3.985062171,4.279498274,4.646476837,3.919047417,4.157265027,4.202981936,4.228024444,3.9526319,4.015438045,4.468247648,4.107987244,4.360504021,4.175875498,4.179393398,3.928488205,4.005288096,3.952642627
"ELAC2",9.134771785,8.838234572,8.36066918,7.881865253,8.26407052,8.225449235,7.018021361,6.622792965,8.580244012,8.423600494,8.00168122,7.615202301,7.940596609,7.482013737,9.152648795,9.124849204,7.814909456,7.339202042
"ELANE",3.731073745,3.47348197,3.647285509,3.710852193,3.793195666,3.962870909,3.787679771,3.590552494,3.891563296,3.528975155,3.538126763,3.489073783,3.983288541,3.893734941,3.567227972,3.667389621,3.790134773,3.683880245
"ELAVL1",9.648429144,9.2002889915,9.5316734055,8.8796620565,9.769794685,9.4166578665,9.3761097055,9.1445866145,9.752490257,9.5839325885,9.6164355245,9.0466471385,9.7520490125,9.2381638335,9.775641188,9.634620943,10.050190429,9.8175741215
"ELAVL2",3.388241851,3.800643317,3.555581753,3.764929336,3.860144556,3.87551826,3.888948935,3.769950881,3.937701083,4.004076936,4.131975787,3.838425086,4.144866221,4.086031474,3.762834852,3.952612562,3.523940379,3.599095487
"ELAVL3",4.276408924,4.518834698,4.683478065,3.946814134,4.011931541,4.122897999,3.924891372,4.107697753,4.148574408,3.913351129,3.757013198,4.895108497,4.1481462,4.444679534,4.299424891,4.326602462,4.130938675,4.112666344
"ELAVL4",3.760344897,3.863928668,3.90427346,3.939532169,3.935764859,3.741802493,3.79489009,3.710623691,4.03454143,3.635815036,4.320817877,4.722909125,4.060497437,4.455324017,3.913564132,4.541088419,4.122220549,3.810071012
"ELF1",7.121723024,7.462266892,7.1483091725,7.706590106,6.262119379,5.9954711695,7.4690130345,7.464668892,8.2914355505,7.9458536475,6.661685539,6.9590371525,8.030168702,8.469038507,7.472116235,7.449588904,7.3801680605,7.0280081915
"ELF2",6.2160780675,6.3702935085,6.7678156675,7.22195081,7.0162616795,6.6168978735,6.8201599405,6.830091218,6.696168182,6.734246545,7.136379357,7.012875239,6.7012787955,7.0686138805,6.4665052085,6.2891325265,6.528071778,6.665118274
"ELF3",8.52109044925,9.54965871475,8.16458623475,9.701720529,6.4825570235,6.61061247025,6.65587225075,6.69177005,7.19959373475,7.33809664175,6.49233603375,6.39060694925,8.861270004,9.768114033,7.088957685,7.12769153825,6.6499865105,6.785308087
"ELF4",7.2789211065,7.081731072,6.943540719,6.78513257,8.171100104,8.5605748645,7.810846102,8.5055475865,7.5602447895,7.596791357,6.558692174,5.8580103565,7.2870869845,7.364091499,7.1723637945,6.73696614,7.085522411,6.938755198
"ELF5",3.748898674,3.832395744,3.5577581355,3.5789616725,3.663718923,3.471456326,3.5787113885,3.6895257635,3.5508411835,3.8645764705,3.757721604,3.434334729,3.9463120965,4.286925142,3.474147249,3.5509588185,3.6894762655,3.690031135
"ELK1",6.189494948,6.047619228,5.86760871333333,5.82170528666667,5.658048986,5.847317184,6.33552638066667,6.46029661666667,5.88501693966667,5.948153141,6.15877742366667,6.304827294,5.74954225766667,5.70809582033333,6.29471562633333,6.291917974,6.70570069933333,6.989354809
"ELK3",6.290799473,6.217045033,6.3435488695,6.131598908,7.8754041095,7.6818491555,7.944156945,7.8291167685,6.088011232,6.100288089,6.6641271295,6.834382413,7.225091152,6.726857842,6.1866006965,5.890765311,5.1479683825,5.4731806755
"ELK4",4.81858685333333,4.29392026133333,4.36215278066667,4.42669467166667,4.86063900733333,4.70126551866667,4.66119497933333,4.302636657,4.44112025133333,4.35584899066667,4.682942669,4.56370359133333,5.15574200733333,4.42146150066667,5.300345589,5.03079301533333,4.437923075,4.41372863433333
"ELL",4.5429835705,4.325249563,4.4270318245,4.3155609695,4.455900153,4.6420941565,4.8659904785,4.5633770885,4.8780734785,4.570643415,4.569056832,4.6062625505,4.5086378575,4.429128559,4.5322979825,4.593470073,4.8509888625,4.718682612
"ELL2P1",5.732104245,5.446901724,6.925635706,7.121057835,8.29718702,7.777991398,6.804032848,6.451855296,6.189377667,6.721575292,6.588364775,6.283051742,6.888539756,5.969183772,7.563633774,7.391950559,4.596308653,4.64722797
"ELL2P3",4.166206711,4.256095094,3.871072486,3.756407504,3.817699163,3.707519354,4.111658288,3.83501936,3.935804272,4.132207211,4.081343068,3.909227123,4.048121779,4.430192602,4.006118004,3.934085946,3.610866512,3.742911247
"ELMO1",4.769830822,5.545207212,4.83252282,5.509295308,3.820158662,3.846766326,3.572787646,3.753712146,4.253895886,3.755647431,4.043814669,3.585450682,4.076358323,3.658668937,6.031977966,5.177484035,3.877965663,4.259310312
"ELMO2",6.98213498566667,7.206823137,6.53283946233333,6.80203989633333,6.38496076533333,6.40499937766667,6.97128782933333,7.33193829366667,6.151319285,6.25757977733333,7.78779686733333,7.87764077466667,6.748547688,6.44674167466667,6.70387517633333,6.545667655,6.838057581,6.991431265
"ELMO3",5.247198893,4.77780521,4.153899103,3.918303579,4.47440096,4.57972902,3.958123217,4.489193311,5.370977304,5.168912617,4.430560249,4.916675773,4.606588756,4.140062795,4.738370071,5.543478539,4.127478052,4.157291416
"ELN",4.171460886,4.0416362865,3.996369901,4.006733258,4.084775955,4.033040113,4.049696315,3.940982392,4.1789738695,3.9338616365,4.2757573085,4.1767465485,4.005291783,4.0429008325,3.8042856905,4.3247678855,4.061910048,3.991640755
"ELOA",7.49817831666667,6.98580224266667,8.265196408,7.72127146733333,8.22270405333333,8.019229983,7.85704874333333,7.660187641,7.61975794333333,7.308244306,8.32693277033333,8.06662605166667,7.96502988933333,7.63221028366667,8.207862589,8.07463214033333,9.092823101,8.637258946
"ELOA-AS1",4.80101542,4.794857606,5.383563688,5.296784544,6.037144361,5.837588501,6.104855331,6.244211379,4.756162316,5.273870652,6.673129798,6.514813123,7.259153782,6.918554686,5.95834388,5.493288449,7.272693654,6.952246309
"ELOA2",3.362836723,3.336393513,3.710996408,3.644933982,3.247191829,3.321852964,3.220168126,3.192175016,3.253404272,3.305769026,3.74911202,3.626124692,3.614582562,4.021184541,3.244613197,3.44750788,3.2871394,3.367323417
"ELOB",9.1252065035,9.0568490395,8.537716526,8.5857365645,8.5807972385,8.416707652,9.5677469485,9.611708234,8.6712221025,8.4317647395,9.2077798415,9.0297682265,8.515166798,8.7816854985,9.271791398,8.9897051795,9.370112382,9.3608575725
"ELOC",9.7959821905,9.3807378905,9.494886277,8.985797825,10.3583164305,10.4372160205,10.0608492575,9.905591416,9.861967783,9.7965213795,10.351786274,10.186411,9.685104791,9.3137618625,9.4140531805,9.249355206,9.6073326205,9.4548351545
"ELOCP28",3.701613656,3.64446185,3.54979843,3.283800786,3.521323918,3.613183285,3.5858978,3.580091809,3.438544771,3.577754396,3.826374566,3.304211218,3.646761626,3.570833953,3.301384162,3.676724957,3.235118243,3.549821099
"ELOCP3",4.937930169,4.444405096,4.777345394,4.64506083,5.09249187,4.935732475,4.602096294,4.620191091,4.876546744,4.859686122,4.943976842,4.03783039,4.686385116,4.530609909,4.802354405,4.78426263,4.850255078,4.589274432
"ELOVL1",9.04566988,8.714812673,10.36513478,10.203684925,9.019818127,8.78495915,9.047027519,9.2771598865,9.185800061,8.875148376,8.0587260465,8.1605318345,9.1630706375,8.6370233615,8.842492386,8.7528903905,8.3974684085,8.553886558
"ELOVL2",5.6961252385,5.0616776085,5.401056878,5.3857549315,4.347419517,4.6796573845,3.8033260415,3.815884722,4.9156338395,4.7152533245,4.716411248,4.4095713355,4.078838276,3.9267072865,4.727829948,4.7132329745,4.414630652,4.357400525
"ELOVL4",3.617894052,3.411506714,3.542204802,3.427813644,4.533938937,4.90402654,6.20300947,5.740786292,3.336409519,3.428379372,7.353270793,7.16319143,3.857862829,4.287199023,6.327388281,6.553823529,5.043642438,5.895070253
"ELOVL5",7.646005407,7.5562826365,7.646923256,7.6952537755,8.087318648,8.178641926,7.8507651525,8.045909644,7.9570126685,8.163603409,7.554249333,7.5116849715,7.19933528,7.0823209595,7.5336265225,7.59682519,7.855305225,8.017064454
"ELOVL6",7.553405256,8.791866659,7.880887516,8.3007696695,8.0511321655,8.6543323695,8.23486316,8.2687056165,7.101018114,8.138713893,6.002277766,6.759243882,8.5036280335,9.1427407925,8.495516463,9.6160424855,5.125173393,5.6512293525
"ELP1",7.094246109,6.6916574855,6.7514158935,6.4636078195,6.773728004,6.431605233,6.6746043805,6.357643421,6.7498624,6.5394425995,6.5937695655,6.5548944595,6.498944492,6.1595694355,7.135319364,7.132652352,6.6059989715,6.738809699
"ELP3",8.069084759,7.868013039,7.299881801,7.177119807,6.68295036,6.312012488,6.607008879,6.37115554,6.988993772,7.401488039,7.957952091,7.719879579,6.984758295,6.86500024,7.257310926,7.262171638,7.929405184,7.79192432
"ELP4",7.711092452,7.543217866,7.663945831,7.400106737,8.191693923,7.975602112,5.301508894,4.916662471,7.670514045,7.747726702,7.511389259,7.509084892,7.685770049,7.538657824,7.450872359,7.147990201,7.644216634,7.994428851
"ELP5",9.361363261,9.090309122,7.446794919,6.447662812,7.260006706,6.397041046,8.198709767,7.835402952,7.906516877,7.514824738,6.47320729,6.160994303,7.246357201,6.945635738,8.801672415,8.793202699,6.87189633,6.62714991
"ELSPBP1",3.891969109,4.007510756,4.13602221,3.904558234,3.953488349,3.911069215,4.057710867,3.970276478,3.780735302,3.85318357,4.08195106,4.173143955,4.005655109,3.965150752,3.737434614,4.282819253,3.785329669,3.892987525
"EMC1",6.04173764875,5.62702927375,6.241846482,5.69505682725,6.922028168,6.50625567475,7.20131539775,6.975524227,6.07011844275,5.70580654575,7.05226541525,6.57014586975,6.43701998625,6.0865314585,6.7127127285,6.51766638375,6.97610485175,6.6694861835
"EMC10",4.060564242,4.073502434,3.98559202,3.918561038,3.699073147,3.851118455,3.845020877,3.944234835,3.402724823,3.752587669,4.288289526,5.004232871,3.949531242,3.958722763,3.780499982,3.80215021,4.059020999,3.83691131
"EMC2",8.902415168,8.639454612,8.716134923,9.253924372,9.288395924,9.32430094,9.241284988,9.152174258,8.944841911,9.038668854,9.693495972,9.81852005,9.285902905,9.727322712,9.170397708,9.161001065,8.136823783,8.34821818
"EMC3",9.850050545,9.602384022,9.26387399,9.540649069,10.09257728,9.739612035,9.256488331,9.074016162,9.88102169,10.06832783,9.013182845,9.19388285,9.478318752,9.869773414,9.283280029,9.260047472,8.628597069,8.54557873
"EMC6",10.4264742,10.30965857,10.32828424,9.624512488,9.672787368,9.504200911,8.982050014,8.904087238,9.491972475,9.457043083,9.466399361,9.329678232,10.25867646,9.709401515,10.38948734,10.26247367,9.347285823,8.859263874
"EMC7",10.72940551,10.66077775,10.82488491,10.75302423,9.876216936,9.712406569,9.729582657,9.706389522,9.563800049,9.397396744,9.960946533,9.983360666,10.68306766,10.77850834,10.71555373,10.84031772,9.292381007,8.958504597
"EMC8",9.773249506,9.296483006,9.244836565,8.22901584,9.839493855,9.497801384,8.368530794,8.08328955,9.288894963,9.06712321,9.331842407,8.975896141,9.718552739,9.28577573,9.588133773,9.404696202,9.02259609,8.528005626
"EMC9",8.814603918,8.652544872,7.88569363,6.941641204,7.128473604,7.113228357,7.669773369,7.624174078,8.758837474,8.753912139,8.335231695,8.06523672,8.86649816,8.567735863,8.605527132,8.700362114,7.648719979,7.508414034
"EMCN",3.988343742,3.85443005,3.800759815,3.904821781,3.684165636,3.955693467,3.879731649,3.963612114,4.010269434,3.596949847,4.197627109,3.820181143,3.693656348,3.869328642,4.160804635,4.25833201,4.366338247,3.974294214
"EMD",6.528223438,6.429421162,5.88253602,5.784035115,6.510608762,6.701575549,6.52409148,6.377107478,6.095066909,6.40846089,6.540016657,6.718970798,6.346238102,6.415062769,6.945259494,6.857751317,6.726955589,6.829259332
"EMG1",7.966945831,7.11898803,7.910700709,7.038710664,8.0323676145,7.687920773,6.59178583,6.6134927915,7.6626438495,7.3391795425,8.250175419,8.401214678,8.2602327425,7.5140908275,7.957353138,7.839995139,7.3595820035,6.9335821675
"EMID1",4.363504772,4.638085224,4.217587456,4.813080542,4.541344984,4.967332702,4.517542838,4.700648514,4.440980062,4.708439671,4.846074354,4.969204035,4.719150954,4.800268952,4.839231628,4.730705614,4.944636262,4.572972812
"EMILIN2",4.111482615,3.913919304,4.055286234,4.030023575,4.953768431,4.933618938,4.167397958,3.774997441,4.2206564,4.583731335,4.36934419,4.166018163,4.326523099,4.060578708,4.161965377,3.867223678,4.02127927,3.975730716
"EML1",6.3546040645,6.2979615945,6.5604432435,6.115936139,5.0168423485,5.007206357,3.469337033,3.460926909,4.534878774,4.5826929675,4.68436988,4.651361384,4.8176712595,6.1377730915,5.8194833985,5.580953558,6.6975943355,6.318840284
"EML2",4.9543163275,5.066798649,4.3682016735,4.5086627055,6.287248057,6.8289752075,4.7098005365,5.0169507905,4.5715539925,4.3013227795,4.516819056,4.6503009915,4.4656904865,4.9020946985,4.184116877,4.3926650855,4.115934211,4.210994967
"EML3",5.582898886,5.833185901,6.652054203,6.578241121,6.222861862,6.577941365,6.009283131,6.2256544275,6.131890159,5.8303413515,5.4405596335,5.561806393,5.979933343,5.6600442745,5.636618238,5.9871231165,6.7914722105,6.5958250325
"EML4",8.251920706,8.041100116,6.959671478,6.270003567,6.852248964,6.716852584,7.43695543,6.866644951,5.894214167,6.185910598,8.343652178,8.142552582,7.598995241,6.962360913,7.709823889,7.580839868,7.072923044,6.866776708
"EMP1",5.49119554833333,5.38838648333333,6.722082243,6.73785561966667,8.145054886,8.58701203,8.303670159,8.168280122,8.43247841766667,8.54313185766667,4.11501461066667,4.12914273066667,8.93442459333333,7.61536358533333,4.90264016133333,4.984138664,10.7080006173333,10.6590541416667
"EMP2",8.412711788,8.809746615,8.849686974,9.334842711,8.175798206,7.944219897,8.410601363,8.012718638,7.679293591,7.61018055,7.954661537,7.617524595,9.336287136,9.65750992,9.547392629,9.399500499,8.18068923,7.860022781
"EMP3",10.47208666,9.651490314,10.26678008,9.99325571,9.284086528,9.552790228,11.26749799,11.12467688,10.50701201,10.69475842,9.116022925,9.3866025,4.807166864,4.002366232,9.891409453,10.58506284,8.912692697,9.204227753
"EMSY",4.858546056,4.715307042,5.096645211,4.748396613,4.961045139,4.596189784,4.561322843,4.185485853,4.594035099,4.870976304,6.021985284,4.904275431,4.614167723,4.275310652,4.562415807,4.375824477,6.052973801,5.307828665
"EMX1",3.167435444,3.502613181,3.461482536,3.327322127,3.271965555,3.335412873,3.377229146,3.399787703,3.837346975,3.401395679,3.723591411,3.357093654,3.820810409,3.492810014,3.334611676,3.460321219,3.245110909,3.219415759
"EMX2",3.477892666,3.725905741,3.44813418,3.56382608,3.444908359,3.372777393,3.604697658,3.471517707,3.540887886,3.515051369,3.542170452,3.732140625,3.509097973,3.792238577,3.376732591,3.417269029,3.529922899,3.48239955
"EN1",4.217181558,4.093912191,4.906518533,5.125244602,3.815895867,3.755307755,3.761193214,3.657369061,4.192650042,3.859722856,4.942606425,4.321996602,4.715570731,4.388368915,3.722203915,4.123370596,3.505484813,4.062404666
"EN2",4.608976912,4.156392152,3.522592739,4.130239261,4.350899639,4.180770939,3.837916812,3.646728026,4.125472408,4.361994104,4.146043599,3.699410726,4.202699086,3.949848811,3.867471203,4.228535437,4.247411387,3.920532413
"ENAH",9.730055767,9.373656779,9.773676581,9.797895206,9.327276876,9.387813544,10.91943466,10.33034151,8.590882987,8.849394891,9.920980054,9.799119014,9.417695557,9.07451632,10.36064958,10.06120496,11.31671242,11.55002264
"ENC1",7.467601894,7.1386640225,8.0199751255,7.4401025045,9.8741476635,9.303288872,8.9237508765,8.2787800475,8.857648977,8.601865634,6.550788797,6.1573466145,7.8789915805,7.08591997,7.859948022,8.1113471905,4.850465465,4.7402651815
"ENDOD1",6.487310972,6.3497454565,7.4356952985,6.990969929,6.2281997675,6.512228668,6.7820004065,6.584398064,5.3929465615,5.4573341095,5.9059206315,5.5754850175,7.7934216565,7.6941159485,6.9067960045,7.056988784,6.2223237505,6.1121940635
"ENDOG",7.726600664,7.820483681,7.511045953,6.864391584,6.037691403,5.965261165,6.293818141,5.986397911,6.37695124,6.558940727,5.897364428,5.487587267,6.781341896,6.896982714,7.645763361,7.734096873,8.322972037,8.143625415
"ENDOU",4.088916241,3.731847058,3.75584742,3.563193783,3.44388043,3.697188794,3.787330261,3.912887789,3.728231021,3.569433955,3.682225495,3.948081981,3.548985303,3.811756414,3.423191366,3.774501824,3.961446455,3.702984002
"ENG",3.9360693115,4.134801959,3.956345425,3.7365947855,6.648178616,6.508098258,6.287435681,6.642395357,3.9439239775,4.20120608,4.0235265245,4.107064177,4.076171991,3.99096205,5.61814675,5.1706602935,3.7428845685,4.168330001
"ENGASE",6.8787583845,7.443818985,5.905851122,6.7772887265,5.7988007645,6.421499056,6.339141694,6.3520346875,5.7490731245,5.6600856085,5.651150372,6.0716966525,5.697709057,6.0756849195,5.9433853565,5.914284089,6.8446147555,7.3087836215
"ENO1",12.30450479,12.20930966,12.07625793,11.955220375,12.31922238,12.05529628,12.33904857,12.242679985,11.652836255,11.730464495,11.9479848,11.759296225,12.26660751,11.851348905,12.309227045,12.27982592,11.854184175,11.65272295
"ENO2",8.003475932,8.196020895,7.827990378,7.540031268,7.291213544,8.466158117,7.817585782,8.141245408,6.14861458,7.106781765,5.838284312,6.488970528,4.322598791,4.190022746,4.542228568,6.243760954,4.864153315,4.468021566
"ENO3",5.866573505,5.604744598,3.806075908,4.397862968,4.37189721,4.420842467,3.724398915,4.01387337,4.485332988,4.454196386,6.790906134,5.425630689,4.419618228,4.137274839,4.799353582,5.140034087,4.356138443,4.276229898
"ENOPH1",10.16978021,9.692585975,10.8776037,10.74461876,10.51606823,10.36379487,9.411396979,9.453981084,10.29682113,10.50510453,10.45833731,10.37793519,10.88638496,10.31764097,10.68975775,10.26704336,10.24063477,10.27637097
"ENOSF1",7.01501908975,7.114932747,5.982214206,5.68543227225,6.8608193095,7.07085165575,6.64179019525,6.68188031425,6.30869547675,6.6220183905,7.5426090585,8.11229978125,6.5454048915,6.309563314,6.86498590625,7.226600579,6.904556463,7.17537328725
"ENOX1",4.010685494,3.476803347,5.897628977,5.175706287,4.121454386,3.850213159,3.699847608,3.829714534,6.165298814,5.342794333,4.714726393,4.152855873,4.120489406,3.654962368,5.978330624,5.513706746,3.487299843,3.711626267
"ENOX2",5.55355446466667,5.45913160133333,4.67861151433333,4.76301150466667,5.77366494666667,5.76431226266667,6.35748580466667,6.15225855233333,5.318045787,5.193349414,5.926579804,6.01874747166667,5.272667971,5.30553491833333,6.01474361266667,5.83850783666667,5.23811502733333,5.19094000366667
